["012345678", 0]
["025731648", 18]
["615438720", 18]
["042517683", 18]
["543162780", 18]
["072138564", 18]
["361742580", 18]
["820365714", 18]
["564108723", 18]
["721403685", 18]
["072348615", 18]
["025431687", 18]
["620348751", 18]
["071385426", 18]
["157438026", 18]
["623718450", 18]
["120758436", 18]
["520173684", 18]
["372681045", 18]
["042573681", 18]
["532184067", 18]
["432518760", 18]
["024571368", 18]
["642531780", 18]
["176402385", 18]
["741258360", 18]
["457203681", 18]
["130852467", 18]
["156472038", 18]
["532687140", 18]
["360451782", 18]
["630714582", 18]
["170523468", 18]
["814762035", 18]
["381456072", 18]
["315867240", 18]
["851327460", 18]
["318726054", 18]
["365402781", 18]
["328506714", 18]
["185264037", 18]
["350271648", 18]
["674125380", 18]
["630241758", 18]
["361852470", 18]
["047265138", 18]
["761205384", 18]
["360421875", 18]
["724381065", 18]
["265384071", 18]
["674182035", 18]
["473508621", 18]
["361872540", 18]
["653714082", 18]
["160358724", 18]
["824135670", 18]
["384702165", 18]
["182403657", 18]
["130427685", 18]
["120758364", 18]
["451308267", 18]
["815402367", 18]
["150468237", 18]
["524701368", 18]
["154732860", 18]
["541268037", 18]
["620831745", 18]
["712608453", 18]
["521408637", 18]
["847301652", 18]
["057412683", 18]
["715382640", 18]
["610742538", 18]
["632105487", 18]
["061285437", 18]
["082164735", 18]
["047235618", 18]
["238617045", 18]
["481257360", 18]
["320875146", 18]
["532471680", 18]
["321854067", 18]
["318647520", 18]
["654218073", 18]
["381706542", 18]
["158324076", 18]
["380612457", 18]
["480251367", 18]
["052347618", 18]
["458172036", 18]
["614758023", 18]
["014327865", 18]
["452718360", 18]
["257418036", 18]
["630812457", 18]
["681402753", 18]
["638201547", 18]
["150678234", 18]
["418523670", 18]
["480172536", 18]
["732846015", 18]
["062413578", 18]
["128546073", 18]
["610832547", 18]
["170432568", 18]
["643102857", 18]
["371205846", 18]
["028147653", 18]
["712368450", 18]
["460213785", 18]
["140258673", 18]
["320841657", 18]
["062718543", 18]
["164308725", 18]
["620413578", 18]
["342807615", 18]
["012865347", 18]
["158247630", 18]
["082365147", 18]
["082314657", 18]
["415807236", 18]
["782305461", 18]
["120568437", 18]
["514806372", 18]
["325841670", 18]
["610342875", 18]
["127608534", 18]
["450163728", 18]
["426187035", 18]
["438501267", 18]
["057341628", 18]
["540273681", 18]
["017342865", 18]
["630512478", 18]
["082357461", 18]
["240185673", 18]
["257301648", 18]
["732108645", 18]
["157386420", 18]
["615708423", 18]
["153764028", 18]
["483625017", 18]
["084517362", 18]
["053247168", 18]
["642387510", 18]
["152608473", 18]
["430128675", 18]
["625308417", 18]
["682314075", 18]
["275806134", 18]
["023418675", 18]
["725316048", 18]
["154807236", 18]
["182356047", 18]
["725318064", 18]
["175208364", 18]
["125836074", 18]
["428517630", 18]
["358267410", 18]
["750218346", 18]
["210364758", 18]
["630452781", 18]
["047631825", 18]
["345618027", 18]
["231785064", 18]
["128507634", 18]
["462153870", 18]
["452631078", 18]
["832157064", 18]
["182745360", 18]
["842307165", 18]
["620741835", 18]
["430652187", 18]
["560213748", 18]
["451382067", 18]
["134502768", 18]
["730124568", 18]
["025631478", 18]
["170623854", 18]
["260154378", 18]
["725406381", 18]
["270158364", 18]
["731624850", 18]
["342761580", 18]
["041532867", 18]
["065431278", 18]
["162387054", 18]
["380571426", 18]
["328416570", 18]
["452306718", 18]
["310254768", 18]
["160235748", 18]
["462708513", 18]
["230675814", 18]
["634812750", 18]
["012587364", 18]
["120734685", 18]
["426317085", 18]
["172643850", 18]
["614327850", 18]
["540176382", 18]
["210357684", 18]
["260185743", 18]
["641782035", 18]
["071384562", 18]
["635718042", 18]
["140627385", 18]
["745128036", 18]
["034176852", 18]
["650431278", 18]
["061724358", 18]
["014365827", 18]
["354187260", 18]
["065217834", 18]
["237158640", 18]
["630871452", 18]
["140327658", 18]
["612354078", 18]
["264175380", 18]
["345601278", 18]
["740312865", 18]
["061732584", 18]
["475132680", 18]
["635827041", 18]
["160872354", 18]
["140325687", 18]
["314675280", 18]
["470126835", 18]
["524601738", 18]
["574208136", 18]
["034718526", 18]
["061482753", 18]
["145308726", 18]
["487152036", 18]
["482615370", 18]
["152643780", 18]
["781325046", 18]
["012564738", 18]
["520317684", 18]
["530127684", 18]
["537128460", 18]
["850123647", 18]
["052361784", 18]
["358102746", 18]
["428653710", 18]
["120684735", 18]
["624108753", 18]
["730462815", 18]
["514238067", 18]
["640372815", 18]
["153704682", 18]
["061832547", 18]
["472506183", 18]
["583402617", 18]
["630142857", 18]
["531427680", 18]
["715348062", 18]
["062831745", 18]
["342168057", 18]
["470158326", 18]
["630724518", 18]
["745263180", 18]
["781305426", 18]
["321745068", 18]
["643172058", 18]
["075286134", 18]
["184607523", 18]
["435821670", 18]
["745208136", 18]
["184572063", 18]
["021358476", 18]
["235184760", 18]
["132657840", 18]
["485312670", 18]
["635817024", 18]
["245706381", 18]
["185604237", 18]
["150637842", 18]
["178325460", 18]
["025438716", 18]
["514802736", 18]
["428635170", 18]
["250416387", 18]
["025764318", 18]
["420378516", 18]
["612453870", 18]
["180274365", 18]
["645328017", 18]
["071352486", 18]
["841302765", 18]
["532176480", 18]
["210635748", 18]
["631428057", 18]
["150824376", 18]
["073461852", 18]
["025367418", 18]
["275184063", 18]
["240613785", 18]
["762804135", 18]
["140876352", 18]
["047125386", 18]
["150638247", 18]
["064371852", 18]
["620835714", 18]
["048215637", 18]
["560421378", 18]
["724158360", 18]
["018623745", 18]
["420715638", 18]
["382467150", 18]
["258367014", 18]
["148327560", 18]
["184563072", 18]
["561384720", 18]
["832607145", 18]
["065124378", 18]
["025367184", 18]
["612485370", 18]
["382164075", 18]
["650738124", 18]
["284613057", 18]
["614708325", 18]
["270154638", 18]
["342605817", 18]
["361482057", 18]
["620438157", 18]
["257406138", 18]
["250684317", 18]
["064513782", 18]
["320657148", 18]
["721435068", 18]
["024361578", 18]
["015367482", 18]
["260345178", 18]
["640831752", 18]
["430582716", 18]
["280654137", 18]
["243705681", 18]
["148207356", 18]
["640351782", 18]
["510624378", 18]
["184576032", 18]
["514623780", 18]
["315768420", 18]
["815427036", 18]
["538217460", 18]
["132704685", 18]
["520146738", 18]
["341205786", 18]
["248305167", 18]
["325601874", 18]
["520164378", 18]
["018627543", 18]
["157604238", 18]
["318507462", 18]
["150683742", 18]
["358204167", 18]
["158704362", 18]
["047623815", 18]
["164852370", 18]
["164203785", 18]
["248501367", 18]
["721435680", 18]
["140726835", 18]
["325874610", 18]
["532718460", 18]
["043672158", 18]
["485602137", 18]
["143587620", 18]
["614508237", 18]
["510274368", 18]
["062178453", 18]
["045618237", 18]
["653208174", 18]
["315487026", 18]
["216304785", 18]
["240183657", 18]
["315406782", 18]
["145208763", 18]
["015624873", 18]
["362418057", 18]
["035267148", 18]
["018657234", 18]
["012758364", 18]
["458362170", 18]
["734862015", 18]
["013265784", 18]
["017243685", 18]
["017254368", 18]
["587102364", 18]
["120634758", 18]
["041672385", 18]
["012483765", 18]
["830162457", 18]
["413652087", 18]
["482716035", 18]
["218437650", 18]
["023465781", 18]
["172638450", 18]
["435168270", 18]
["031876452", 18]
["028416753", 18]
["261405738", 18]
["310578462", 18]
["132658047", 18]
["480126537", 18]
["210465387", 18]
["120345867", 18]
["053481672", 18]
["862305714", 18]
["072834615", 18]
["426108735", 18]
["018726345", 18]
["034218675", 18]
["154376820", 18]
["146752380", 18]
["326718540", 18]
["462708351", 18]
["380271465", 18]
["860321754", 18]
["620837415", 18]
["014256378", 18]
["325614870", 18]
["180627435", 18]
["450172638", 18]
["250367841", 18]
["371402856", 18]
["782165340", 18]
["015278364", 18]
["016358724", 18]
["124608735", 18]
["374152068", 18]
["021634785", 18]
["012487356", 18]
["132574680", 18]
["062437185", 18]
["360742185", 18]
["318574620", 18]
["158206347", 18]
["431786520", 18]
["042761385", 18]
["423705618", 18]
["714385062", 18]
["637821045", 18]
["128437560", 18]
["350281746", 18]
["423618075", 18]
["351468720", 18]
["075364218", 18]
["045381672", 18]
["031684725", 18]
["485106372", 18]
["725618430", 18]
["127356480", 18]
["268304715", 18]
["542638710", 18]
["540267138", 18]
["428176035", 18]
["840352617", 18]
["560423718", 18]
["351602874", 18]
["482605317", 18]
["732145086", 18]
["268351074", 18]
["017864352", 18]
["710562348", 18]
["342578160", 18]
["528134670", 18]
["087135624", 18]
["073142865", 18]
["081356472", 18]
["258463017", 18]
["326508417", 18]
["731208546", 18]
["067215384", 18]
["642538170", 18]
["528167034", 18]
["053271468", 18]
["381654027", 18]
["370815462", 18]
["328704165", 18]
["348257610", 18]
["025748316", 18]
["063145728", 18]
["015638472", 18]
["082157436", 18]
["734618052", 18]
["370615842", 18]
["025437186", 18]
["451623780", 18]
["370482156", 18]
["732816540", 18]
["351827640", 18]
["357602418", 18]
["743215680", 18]
["742518036", 18]
["423108567", 18]
["342801765", 18]
["521306478", 18]
["038417652", 18]
["180657234", 18]
["285614037", 18]
["025368471", 18]
["461302857", 18]
["314865027", 18]
["210358476", 18]
["324857610", 18]
["571204368", 18]
["731502684", 18]
["145302687", 18]
["348201567", 18]
["614582370", 18]
["512347860", 18]
["082473165", 18]
["130285674", 18]
["712634850", 18]
["382756410", 18]
["063241758", 18]
["731642580", 18]
["620735841", 18]
["031675248", 18]
["034871652", 18]
["253601748", 18]
["140875326", 18]
["028613754", 18]
["134802567", 18]
["042135786", 18]
["583127460", 18]
["268731054", 18]
["187325064", 18]
["324508671", 18]
["362704185", 18]
["042536178", 18]
["017652834", 18]
["830721465", 18]
["742615038", 18]
["542608317", 18]
["285104376", 18]
["187635024", 18]
["382157046", 18]
["270385416", 18]
["127846530", 18]
["642173085", 18]
["841327065", 18]
["031542768", 18]
["430862157", 18]
["325681047", 18]
["071642835", 18]
["125364870", 18]
["425703681", 18]
["251603784", 18]
["458301627", 18]
["357621840", 18]
["364751082", 18]
["451802367", 18]
["350428761", 18]
["321645870", 18]
["634781520", 18]
["127408356", 18]
["031782645", 18]
["413627850", 18]
["145206387", 18]
["452706138", 18]
["325807614", 18]
["018526374", 18]
["134705826", 18]
["841632570", 18]
["120768345", 18]
["631285740", 18]
["361408725", 18]
["612835047", 18]
["470532168", 18]
["452307816", 18]
["457186320", 18]
["514208376", 18]
["012837645", 18]
["310627854", 18]
["241503678", 18]
["327614580", 18]
["163705482", 18]
["280164753", 18]
["041258637", 18]
["462157380", 18]
["013285467", 18]
["458217036", 18]
["120478536", 18]
["358726041", 18]
["251748360", 18]
["528104637", 18]
["710342568", 18]
["124738056", 18]
["341578062", 18]
["285613074", 18]
["750482136", 18]
["257634081", 18]
["314875062", 18]
["062375481", 18]
["285134067", 18]
["820317645", 18]
["025381647", 18]
["642715083", 18]
["613725048", 18]
["054381627", 18]
["715308642", 18]
["428601735", 18]
["534608721", 18]
["380241675", 18]
["612804357", 18]
["742635081", 18]
["487502136", 18]
["258316074", 18]
["735614082", 18]
["537612084", 18]
["317428650", 18]
["230471568", 18]
["640235718", 18]
["167402835", 18]
["762308514", 18]
["182647035", 18]
["712836045", 18]
["064812375", 18]
["281365470", 18]
["650423178", 18]
["720438651", 18]
["026154378", 18]
["412738056", 18]
["347612850", 18]
["256138074", 18]
["328604157", 18]
["315684270", 18]
["128673054", 18]
["365421780", 18]
["814205367", 18]
["632514780", 18]
["142305867", 18]
["630125784", 18]
["512837460", 18]
["360821457", 18]
["832704165", 18]
["358124067", 18]
["763182450", 18]
["241305768", 18]
["320174685", 18]
["184762530", 18]
["730182564", 18]
["150387426", 18]
["320756418", 18]
["371658240", 18]
["184325760", 18]
["321468570", 18]
["031527468", 18]
["450726318", 18]
["763402158", 18]
["541268370", 18]
["250468173", 18]
["370581462", 18]
["732586140", 18]
["268105347", 18]
["250381476", 18]
["312506847", 18]
["254738016", 18]
["012738465", 18]
["384201657", 18]
["721354068", 18]
["012467385", 18]
["530284167", 18]
["723614085", 18]
["635108274", 18]
["640812537", 18]
["048251367", 18]
["052146738", 18]
["281354067", 18]
["720413865", 18]
["325716840", 18]
["750248136", 18]
["630185427", 18]
["320514768", 18]
["518402637", 18]
["058372416", 18]
["615732480", 18]
["512803467", 18]
["463172085", 18]
["150423687", 18]
["154278630", 18]
["372105486", 18]
["461735028", 18]
["128735046", 18]
["240657138", 18]
["512407638", 18]
["046127385", 18]
["820167345", 18]
["015347628", 18]
["016342578", 18]
["320178546", 18]
["625378014", 18]
["082347651", 18]
["015684723", 18]
["370645821", 18]
["431687250", 18]
["743621850", 18]
["123658074", 18]
["018425637", 18]
["025178463", 18]
["487125630", 18]
["275406183", 18]
["018453627", 18]
["015346782", 18]
["317408625", 18]
["428501637", 18]
["620813475", 18]
["265478130", 18]
["173462085", 18]
["042681375", 18]
["350127648", 18]
["032157468", 18]
["263184075", 18]
["450632178", 18]
["240357618", 18]
["631805742", 18]
["621734850", 18]
["420387615", 18]
["310426785", 18]
["137205468", 18]
["430871562", 18]
["385217460", 18]
["632485710", 18]
["213406785", 18]
["480325617", 18]
["380721564", 18]
["638214750", 18]
["047132658", 18]
["132645087", 18]
["025487316", 18]
["180643752", 18]
["361508427", 18]
["543618720", 18]
["372658041", 18]
["861432075", 18]
["035478621", 18]
["782154360", 18]
["064523718", 18]
["250438671", 18]
["316508724", 18]
["632175084", 18]
["473651820", 18]
["123785640", 18]
["531702648", 18]
["712435860", 18]
["628401537", 18]
["471528360", 18]
["150246738", 18]
["012463875", 18]
["712405683", 18]
["140736852", 18]
["512748360", 18]
["725306418", 18]
["187504362", 18]
["287304615", 18]
["064172538", 18]
["320651478", 18]
["315864072", 18]
["215487063", 18]
["314786052", 18]
["124735680", 18]
["073285164", 18]
["328106457", 18]
["632875041", 18]
["325746180", 18]
["510238647", 18]
["125846037", 18]
["458261037", 18]
["382654071", 18]
["610382745", 18]
["120658473", 18]
["027468135", 18]
["765234018", 18]
["351286740", 18]
["412308756", 18]
["052147683", 18]
["630721584", 18]
["751308462", 18]
["620483175", 18]
["750234618", 18]
["085217436", 18]
["635274018", 18]
["357642810", 18]
["143705628", 18]
["158742036", 18]
["614735028", 18]
["382674015", 18]
["340218675", 18]
["614583072", 18]
["463102758", 18]
["185604723", 18]
["320854617", 18]
["423608715", 18]
["580371462", 18]
["247605138", 18]
["374528160", 18]
["035428761", 18]
["381627054", 18]
["154326078", 18]
["123754680", 18]
["742105386", 18]
["458213670", 18]
["365104782", 18]
["460372185", 18]
["351402867", 18]
["814507362", 18]
["314607528", 18]
["471602385", 18]
["126503748", 18]
["015327846", 18]
["230165487", 18]
["640713852", 18]
["327408165", 18]
["258417063", 18]
["128603457", 18]
["482157063", 18]
["762308451", 18]
["314687250", 18]
["182435076", 18]
["285417360", 18]
["547183062", 18]
["850341627", 18]
["731852460", 18]
["063842175", 18]
["237405168", 18]
["548312067", 18]
["654208713", 18]
["310287654", 18]
["425701386", 18]
["381754620", 18]
["021465738", 18]
["057142386", 18]
["635248170", 18]
["032568471", 18]
["076152348", 18]
["618403752", 18]
["152406738", 18]
["380257614", 18]
["315872640", 18]
["071385264", 18]
["251386470", 18]
["237145068", 18]
["265348170", 18]
["325186074", 18]
["514702386", 18]
["018752346", 18]
["083512467", 18]
["310524867", 18]
["810325647", 18]
["032816574", 18]
["143625870", 18]
["418237560", 18]
["421603857", 18]
["025136874", 18]
["340726851", 18]
["425867130", 18]
["154368072", 18]
["041372658", 18]
["371485026", 18]
["250461378", 18]
["325817064", 18]
["130548627", 18]
["463702851", 18]
["681304752", 18]
["381625470", 18]
["238501647", 18]
["342108675", 18]
["350218764", 18]
["731625048", 18]
["042381765", 18]
["563102478", 18]
["651208734", 18]
["485107326", 18]
["514287630", 18]
["064812537", 18]
["357602841", 18]
["150834672", 18]
["520183647", 18]
["247601835", 18]
["053724168", 18]
["051238476", 18]
["024615738", 18]
["580412637", 18]
["620347815", 18]
["157623480", 18]
["230457168", 18]
["625108347", 18]
["048513627", 18]
["647152038", 18]
["320516784", 18]
["184523670", 18]
["364712850", 18]
["563218740", 18]
["570462138", 18]
["483215067", 18]
["184607235", 18]
["018456372", 18]
["347612085", 18]
["362748051", 18]
["580231467", 18]
["135728046", 18]
["310745826", 18]
["345761820", 18]
["320865417", 18]
["351872046", 18]
["038257614", 18]
["531402768", 18]
["172836054", 18]
["032658417", 18]
["158732064", 18]
["061724835", 18]
["310845627", 18]
["031425687", 18]
["253408176", 18]
["623508714", 18]
["076352418", 18]
["461205378", 18]
["032415867", 18]
["462105873", 18]
["425708361", 18]
["041327685", 18]
["254608173", 18]
["452371068", 18]
["612378054", 18]
["085124367", 18]
["136725480", 18]
["762105834", 18]
["462173058", 18]
["347581620", 18]
["610732584", 18]
["174602583", 18]
["512807436", 18]
["312678045", 18]
["470253681", 18]
["371208456", 18]
["072358416", 18]
["046352178", 18]
["265413078", 18]
["423806175", 18]
["042378516", 18]
["356102478", 18]
["645201783", 18]
["015267438", 18]
["081375462", 18]
["028375461", 18]
["683205714", 18]
["615748032", 18]
["357281640", 18]
["125304867", 18]
["463281750", 18]
["423715068", 18]
["720465381", 18]
["750163482", 18]
["530418627", 18]
["123705846", 18]
["012658734", 18]
["431675280", 18]
["042687135", 18]
["174568320", 18]
["710684352", 18]
["126387045", 18]
["472301568", 18]
["025176843", 18]
["428563170", 18]
["462187053", 18]
["210645783", 18]
["543681027", 18]
["470312856", 18]
["528407316", 18]
["012763854", 18]
["218407635", 18]
["625178430", 18]
["812473065", 18]
["034621578", 18]
["784301652", 18]
["425731680", 18]
["625378140", 18]
["146528730", 18]
["714632580", 18]
["315407286", 18]
["381425760", 18]
["280417635", 18]
["013628754", 18]
["120658734", 18]
["075341268", 18]
["740632815", 18]
["235761840", 18]
["128605734", 18]
["035618274", 18]
["358271460", 18]
["623401578", 18]
["412685073", 18]
["615827340", 18]
["125876043", 18]
["385261470", 18]
["320714586", 18]
["285417036", 18]
["047185362", 18]
["431258760", 18]
["250468731", 18]
["123674580", 18]
["540183672", 18]
["261745038", 18]
["542307618", 18]
["512608374", 18]
["541683720", 18]
["170243685", 18]
["031475862", 18]
["615287043", 18]
["732156084", 18]
["172684350", 18]
["061735824", 18]
["037251468", 18]
["615207483", 18]
["014257386", 18]
["618204537", 18]
["710234685", 18]
["170326845", 18]
["143852670", 18]
["180257436", 18]
["753412680", 18]
["372148056", 18]
["265178034", 18]
["247108356", 18]
["230581467", 18]
["621705438", 18]
["340168752", 18]
["513428067", 18]
["142506837", 18]
["532617048", 18]
["645308127", 18]
["342817065", 18]
["027135486", 18]
["120853647", 18]
["315286470", 18]
["146325078", 18]
["164872053", 18]
["640182735", 18]
["542318076", 18]
["028356471", 18]
["018357462", 18]
["635284071", 18]
["681402537", 18]
["514207683", 18]
["062518473", 18]
["158204376", 18]
["214603785", 18]
["415683720", 18]
["543602178", 18]
["861302475", 18]
["164507382", 18]
["074832165", 18]
["381547620", 18]
["057164382", 18]
["561204738", 18]
["065431782", 18]
["023418567", 18]
["254807163", 18]
["128403675", 18]
["430625817", 18]
["210374685", 18]
["730542168", 18]
["320681745", 18]
["120367458", 18]
["042135867", 18]
["452708316", 18]
["632754018", 18]
["134862570", 18]
["420538716", 18]
["324675081", 18]
["642751038", 18]
["452607183", 18]
["763125480", 18]
["028167543", 18]
["432178560", 18]
["324105786", 18]
["128673540", 18]
["025348176", 18]
["634215078", 18]
["658102734", 18]
["146802375", 18]
["132754860", 18]
["028357164", 18]
["541728036", 18]
["123705468", 18]
["314207865", 18]
["371204658", 18]
["145638072", 18]
["027163854", 18]
["064312578", 18]
["321587640", 18]
["062438157", 18]
["250381764", 18]
["742165830", 18]
["172634580", 18]
["560482137", 18]
["243805617", 18]
["548613027", 18]
["015648273", 18]
["350472618", 18]
["321486750", 18]
["024683175", 18]
["742831065", 18]
["740362185", 18]
["631804725", 18]
["065314278", 18]
["254301687", 18]
["235176084", 18]
["431576082", 18]
["231685470", 18]
["810724365", 18]
["453702681", 18]
["138427065", 18]
["143852067", 18]
["152407683", 18]
["087132645", 18]
["735641028", 18]
["321608745", 18]
["482517036", 18]
["248135670", 18]
["021384657", 18]
["052184367", 18]
["012857346", 18]
["235801467", 18]
["630124875", 18]
["154602873", 18]
["381542760", 18]
["736421085", 18]
["210358764", 18]
["341702658", 18]
["632705184", 18]
["420176853", 18]
["614705823", 18]
["610354728", 18]
["014532687", 18]
["140285376", 18]
["045328671", 18]
["834621075", 18]
["653472180", 18]
["285106347", 18]
["321705864", 18]
["310256478", 18]
["831602745", 18]
["148652037", 18]
["350648172", 18]
["014726835", 18]
["274108365", 18]
["351807246", 18]
["361428075", 18]
["152473068", 18]
["735204618", 18]
["253648017", 18]
["128436075", 18]
["265307841", 18]
["032875461", 18]
["460723185", 18]
["174208356", 18]
["412768035", 18]
["035817264", 18]
["310765428", 18]
["623104758", 18]
["045287361", 18]
["132485670", 18]
["420371568", 18]
["062134578", 18]
["215647083", 18]
["615487320", 18]
["634125870", 18]
["230458617", 18]
["250361487", 18]
["438501672", 18]
["830612754", 18]
["287314065", 18]
["730265481", 18]
["365408127", 18]
["314825076", 18]
["671402835", 18]
["352407186", 18]
["324671580", 18]
["215347680", 18]
["081364572", 18]
["612843570", 18]
["321805674", 18]
["073418652", 18]
["437501628", 18]
["012746538", 18]
["325406871", 18]
["257108436", 18]
["283405167", 18]
["180523647", 18]
["640382517", 18]
["012637485", 18]
["624301758", 18]
["326871054", 18]
["063421578", 18]
["058167423", 18]
["028517364", 18]
["612785043", 18]
["015478326", 18]
["742308156", 18]
["270483165", 18]
["487126350", 18]
["160745382", 18]
["321648075", 18]
["350716428", 18]
["610285743", 18]
["750134268", 18]
["018325746", 18]
["186352074", 18]
["245138760", 18]
["275438016", 18]
["051264738", 18]
["630872415", 18]
["043751628", 18]
["628534170", 18]
["025384167", 18]
["276104385", 18]
["063245781", 18]
["584167320", 18]
["032568714", 18]
["145862037", 18]
["065243718", 18]
["814725360", 18]
["352716048", 18]
["273805164", 18]
["740832165", 18]
["542186370", 18]
["328401576", 18]
["071382654", 18]
["014753862", 18]
["472106853", 18]
["175428360", 18]
["450138267", 18]
["831462057", 18]
["025761438", 18]
["471562038", 18]
["132507468", 18]
["741328560", 18]
["481203657", 18]
["620431875", 18]
["361485720", 18]
["613752840", 18]
["731405268", 18]
["056134782", 18]
["472108563", 18]
["630281574", 18]
["730824165", 18]
["824103675", 18]
["645732081", 18]
["324105867", 18]
["531408672", 18]
["015364872", 18]
["250436178", 18]
["240371865", 18]
["612308745", 18]
["035627184", 18]
["016382547", 18]
["320765814", 18]
["258376410", 18]
["410837562", 18]
["140723568", 18]
["314872560", 18]
["725631048", 18]
["514628037", 18]
["160423785", 18]
["426105378", 18]
["632415870", 18]
["150726843", 18]
["258367140", 18]
["372641058", 18]
["145682730", 18]
["457632018", 18]
["612475083", 18]
["462781035", 18]
["531804627", 18]
["140356728", 18]
["235178046", 18]
["017325486", 18]
["412587063", 18]
["187526340", 18]
["358607241", 18]
["615728430", 18]
["250637814", 18]
["482316057", 18]
["015387642", 18]
["642105783", 18]
["812405637", 18]
["053182674", 18]
["531642087", 18]
["041582637", 18]
["530182746", 18]
["371865024", 18]
["167308452", 18]
["235407618", 18]
["741532680", 18]
["520643718", 18]
["317684520", 18]
["024358671", 18]
["325671084", 18]
["574102683", 18]
["032465871", 18]
["763512048", 18]
["568302714", 18]
["630251478", 18]
["140327865", 18]
["042857136", 18]
["432816075", 18]
["016324758", 18]
["754301628", 18]
["543801627", 18]
["170358426", 18]
["258316740", 18]
["354127068", 18]
["418302657", 18]
["384217650", 18]
["723518460", 18]
["814632075", 18]
["632548071", 18]
["641728530", 18]
["831762045", 18]
["054362781", 18]
["274385610", 18]
["017623854", 18]
["062538741", 18]
["632154870", 18]
["425673810", 18]
["480372615", 18]
["420685173", 18]
["728103456", 18]
["371604528", 18]
["643105728", 18]
["632875410", 18]
["732401856", 18]
["427136085", 18]
["352478061", 18]
["423105687", 18]
["023685417", 18]
["361485072", 18]
["548107326", 18]
["250673418", 18]
["134765280", 18]
["150682734", 18]
["834102765", 18]
["328465017", 18]
["472163850", 18]
["248631570", 18]
["462873150", 18]
["175603824", 18]
["314768250", 18]
["028175364", 18]
["310258746", 18]
["421603578", 18]
["520318764", 18]
["625174038", 18]
["412705386", 18]
["483521067", 18]
["635782041", 18]
["063472185", 18]
["635107824", 18]
["610725843", 18]
["162307584", 18]
["452308176", 18]
["387412065", 18]
["241653078", 18]
["042635187", 18]
["765124038", 18]
["028143675", 18]
["418603725", 18]
["024357618", 18]
["172803465", 18]
["328567014", 18]
["182347560", 18]
["160753482", 18]
["140328756", 18]
["345701628", 18]
["631827540", 18]
["563721480", 18]
["032758461", 18]
["342758610", 18]
["710584326", 18]
["538617024", 18]
["413706852", 18]
["725168034", 18]
["043618752", 18]
["260175834", 18]
["062813475", 18]
["635781024", 18]
["047158326", 18]
["215304687", 18]
["170645832", 18]
["238604517", 18]
["470862135", 18]
["612358047", 18]
["862105437", 18]
["420863175", 18]
["147682350", 18]
["710382654", 18]
["148627035", 18]
["372651840", 18]
["432105867", 18]
["381564072", 18]
["517342068", 18]
["158307246", 18]
["085462137", 18]
["431806752", 18]
["218357064", 18]
["250378164", 18]
["184267035", 18]
["037481265", 18]
["215486370", 18]
["140583627", 18]
["156734082", 18]
["510623748", 18]
["723405168", 18]
["158326047", 18]
["463701582", 18]
["612834750", 18]
["387501462", 18]
["143762580", 18]
["417502638", 18]
["354718026", 18]
["548632017", 18]
["382175640", 18]
["345601827", 18]
["254678130", 18]
["531704268", 18]
["158467023", 18]
["231604785", 18]
["250784136", 18]
["432106875", 18]
["370814652", 18]
["370624851", 18]
["052714368", 18]
["128706534", 18]
["068123754", 18]
["537104628", 18]
["316425780", 18]
["362418570", 18]
["057136482", 18]
["084762135", 18]
["246715038", 18]
["380541627", 18]
["283615470", 18]
["812603745", 18]
["532407816", 18]
["485302617", 18]
["570421638", 18]
["158362740", 18]
["075238416", 18]
["315402687", 18]
["540672138", 18]
["310487562", 18]
["314578026", 18]
["085237461", 18]
["587103624", 18]
["412387560", 18]
["573462180", 18]
["724315680", 18]
["062815437", 18]
["074381652", 18]
["031875426", 18]
["435206718", 18]
["520714368", 18]
["172538064", 18]
["416502378", 18]
["421835670", 18]
["852107364", 18]
["072438651", 18]
["340671582", 18]
["413658720", 18]
["316742850", 18]
["126345870", 18]
["324651870", 18]
["084156372", 18]
["350671428", 18]
["164852037", 18]
["015826347", 18]
["471203685", 18]
["683501724", 18]
["120678354", 18]
["462578130", 18]
["420635187", 18]
["435817620", 18]
["451763028", 18]
["412658370", 18]
["063451728", 18]
["631807452", 18]
["380625741", 18]
["732518640", 18]
["230685741", 18]
["420378165", 18]
["520361478", 18]
["340682715", 18]
["275386410", 18]
["012567348", 18]
["051832674", 18]
["265471380", 18]
["734512680", 18]
["781432650", 18]
["187502346", 18]
["243187065", 18]
["750614238", 18]
["320461578", 18]
["164825730", 18]
["610824753", 18]
["372418065", 18]
["257163048", 18]
["160782534", 18]
["358417026", 18]
["458627310", 18]
["380152674", 18]
["260475138", 18]
["537412068", 18]
["074125836", 18]
["432176850", 18]
["031765284", 18]
["412375086", 18]
["320678451", 18]
["472508361", 18]
["254637018", 18]
["752186340", 18]
["084265137", 18]
["450621378", 18]
["453802617", 18]
["058132764", 18]
["053218467", 18]
["420375186", 18]
["041837562", 18]
["465721038", 18]
["042318675", 18]
["450138672", 18]
["631758240", 18]
["150278436", 18]
["458612370", 18]
["710538426", 18]
["210385746", 18]
["145602378", 18]
["570342681", 18]
["082715364", 18]
["251608374", 18]
["430751862", 18]
["524108673", 18]
["084157326", 18]
["152347680", 18]
["730581426", 18]
["154276380", 18]
["614872350", 18]
["381257064", 18]
["154237068", 18]
["032485761", 18]
["184207536", 18]
["458237061", 18]
